gene Statistic Pvalue BHPvalue BonferPvalue
OSTM1 3.64640788954353 0.000515902510225154 0.000905982582526704 1
CLCN7 -9.29634432318136 9.20774531339754e-14 4.10169479902135e-13 1.64026775012864e-09
OTP -4.16813950912865 7.37182193585861e-05 0.000141266820100458 1
FLJ23049 -5.45055068368482 1.71174077623809e-07 4.25403880969661e-07 0.00304929501879053
HEATR4 -0.129471927201514 0.897262720945442 0.91247577273061 1
MAP3K10 -2.6334187399541 0.0104757708323431 0.0156438411943466 1
PCDHGA9 -0.227258460549445 0.82082567216722 0.847171988643502 1
AMDHD2 -9.69782848736544 2.5912519702356e-15 1.363679840407e-14 4.6160562597777e-11
LCTL -1.15491454887878 0.251719871421748 0.298517607648453 1
PDCD2L -8.62649170692731 7.7218720062151e-14 3.46230626525839e-13 1.37557427918716e-09
CABLES2 -12.3789117354106 5.63348022090468e-21 5.25417888247099e-20 1.00354816655196e-16
SLC5A9 -1.96854358825208 0.052923654720085 0.0712878627738067 1
CLCA2 7.46382052892152 3.99851417034262e-11 1.38248680582007e-10 7.12295314304835e-07
MGC16025 0.880413884543907 0.381011967003048 0.432645791700172 1
STRAP -0.868871545510435 0.38734747260847 0.438888683185809 1
C20orf196 -1.63676142054454 0.105718303825479 0.135078601660241 1
RRBP1 -5.85064262069526 1.26145953057476e-07 3.16769665599926e-07 0.00224716400776588
NAT13 -6.82587876973155 5.1576858812214e-10 1.62330417470102e-09 9.1879016288078e-06
MAT2B 10.0432221404305 3.00753418771697e-16 1.74515355113975e-15 5.35762140199902e-12
CSNK1D -10.8713609514418 2.49158521025199e-17 1.61107437152192e-16 4.4385098935429e-13
KIR3DL1 -2.99515195450295 0.00385869874373615 0.00609117052910198 1
PRKAG3 -1.11806214188343 0.266158182050453 0.313912993580957 1
ZNF599 1.76144394999881 0.0818055857375302 0.106573402393474 1
PRM3 0.690116297983953 0.492668210035991 0.543396167022546 1
PER2 9.38349459048658 4.6241865710754e-14 2.12197989637138e-13 8.23752595771371e-10
ASPHD1 -6.33344221605241 5.63482277912209e-09 1.60914929444182e-08 0.000100378732987281
PRMT6 -0.818608065212417 0.415076991797635 0.466657086265893 1
KCNE1L 5.10295023125742 2.35489470709312e-06 5.2496676651429e-06 0.0419500943121569
FAM118A -3.75388596756761 0.000326929078817706 0.000588095992129517 1
TAF4 -9.24066159648515 3.90396945966815e-15 2.01463823738495e-14 6.95453119545283e-11
NDUFB6 -0.713279596152677 0.47771956008615 0.528905919414213 1
TRIM9 4.68083514053788 1.0306009687757e-05 2.15989713620827e-05 0.183591256577703
PMFBP1 -4.48044226037869 2.49031172970601e-05 5.02519405901482e-05 0.443624131529828
KY 8.95044234832729 5.01896623642287e-13 2.08458532374999e-12 8.94078645356369e-09
DKFZp762E1312 -24.8386582503442 7.50690270904654e-42 8.05590149752742e-40 1.33727964858955e-37
CSMD1 2.43676519507175 0.0169027703522364 0.0245540203094463 1
TBP 6.6586946171725 1.19326438478859e-09 3.6355073970624e-09 2.12568117506239e-05
OR1Q1 2.13975253061206 0.0361724614877879 0.0499284231321442 1
RETNLB -2.88582648524542 0.00519689882466884 0.00806635494141768 1
HPGD 4.82411778885416 7.43050995965718e-06 1.58031404514485e-05 0.132367104421333
DNAJC12 -4.31091270301606 3.97567091977808e-05 7.84129780391128e-05 0.708226017649267
FKBP1B 10.7429890645351 6.99613569468929e-18 4.81751686374932e-17 1.24629161265195e-13
ANKRD24 0.0889043795655937 0.929352446275973 0.939105138008973 1
CXXC5 -10.4137187758771 7.02220176409433e-20 5.88952458689154e-19 1.25093502225576e-15
IL3 -4.61515110712372 1.55122374317954e-05 3.19709796845775e-05 0.276334997610004
DRAM 1.5761994403584 0.118259966962458 0.149622375814576 1
PTCH1 16.3757421591805 2.33164541201219e-30 5.97639300281801e-29 4.15359313695852e-26
TP53BP1 -11.3411199499996 4.43252028740673e-20 3.78165308428465e-19 7.89609163998636e-16
SLC17A7 2.39954540001566 0.0193851160621937 0.0278893924674461 1
COL25A1 6.96812679517766 1.39377110551038e-09 4.22183956360514e-09 2.48286384735618e-05
AMACR -8.64315532318919 2.57290763769862e-13 1.10363054798852e-12 4.58337766579631e-09
RHCG 3.80402372290201 0.000231914601404689 0.000423118261923713 1
VPS13A 6.19782287154611 1.95310677697165e-08 5.29649020017856e-08 0.000347926441249729
FAM55D 6.94965184144012 1.53158766871359e-09 4.62278934775735e-09 2.72837027304639e-05
PRPF38B 6.17618636376235 2.75962985060884e-08 7.37363824189978e-08 0.000491600461587459
OSBPL6 -6.75958724912096 1.87484236976147e-10 6.12590645174814e-10 3.33984419749309e-06
PFDN5 13.1522315560582 2.16060921836767e-21 2.09635580697177e-20 3.84890926160017e-17
CMTM6 -1.63625323410583 0.105764903914216 0.135128451432823 1
KCNK12 -2.87618985042297 0.00521981615246193 0.00809980879267916 1
RP2 0.827459744209495 0.410542367267036 0.462346803040522 1
C16orf52 8.81538441411006 3.5389663515474e-13 1.49604049801769e-12 6.30431465864654e-09
PICK1 -3.12547885435411 0.00257018460329512 0.00413934260221492 1
IFNE1 9.35093073895318 4.5799868001861e-14 2.103391752266e-13 8.15878848585151e-10
SEMA4B -4.62896420494007 1.64147187201084e-05 3.37541035761296e-05 0.292411799280011
TYRO3 6.3965585138321 2.06592923081643e-08 5.5871357701175e-08 0.000368024633177639
OR12D2 1.49259711796232 0.139664119394952 0.174472413948224 1
CSNK1A1 3.03480338255683 0.00318977916319676 0.00507436381614459 1
FANCF -7.08705127697696 6.35055711588317e-10 1.98367218064778e-09 1.13128824462343e-05
LONP2 -3.77232396445172 0.000302582038742114 0.000546451382618818 1
TBL1Y -6.38029495769853 1.31808603634679e-08 3.63068264944752e-08 0.000234803846514818
LDOC1L 4.03430564335057 0.000104987027956889 0.0001984127854895 1
CCNC 6.03909355607999 3.19448365902066e-08 8.47832716057718e-08 0.000569065319017941
C3orf60 -1.2353862366812 0.220090035638298 0.264143629647689 1
CHKA -0.766522751477813 0.445430192246422 0.497298410922397 1
UBAP1 1.84685699801994 0.0687677613420425 0.0909517336511356 1
MAP3K1 -2.87521529588 0.00523886152742472 0.0081272384611638 1
ANKRD9 -2.52917763343909 0.0134727248206143 0.0198448089924279 1
FAM92A1 8.26911896428604 4.90167138038032e-13 2.04014892453493e-12 8.7318373970095e-09
GAB2 6.20368427456714 1.61424681926036e-08 4.4151992688936e-08 0.00028756192838304
AZU1 1.43699989940032 0.155117456572174 0.192160109275154 1
DIS3 11.8658401518532 9.36062416729113e-21 8.56446630283124e-20 1.66750158916124e-16
C21orf109 -0.562148118392049 0.575661722149148 0.623963365887734 1
IQCB1 4.25447186402695 4.89645837667631e-05 9.57049698509016e-05 0.872255095221117
SPATS2 -17.5401665391885 9.54306314018762e-31 2.56024287318226e-29 1.70000126779302e-26
EFCAB3 -0.696339436046193 0.488264911483999 0.539274048805007 1
PRB3 -1.67767498020092 0.098309867192399 0.126273846287793 1
FUZ -3.21094550745767 0.00193050303260834 0.0031501310820633 1
ZNF813 -2.74113386515491 0.00759206723111695 0.0115495376306676 1
BMPER 11.3461672288431 6.97102678379834e-18 4.80208318354925e-17 1.24181871126584e-13
HEG1 3.30076357327935 0.0014915649789417 0.0024698585736073 1
ALS2CR11 11.0363993256927 2.55289828660991e-18 1.83376330958342e-17 4.54773300776689e-14
SURF2 -4.61732665002268 1.11010296112183e-05 2.31969198233715e-05 0.197753741494242
PSMC1 0.405342209813983 0.686306153519196 0.726302965531453 1
OR2D2 -1.67846516558358 0.0969044496741 0.124648412628668 1
SLC7A8 -4.10947161849774 6.81197649190589e-05 0.000130946961505138 1
C4orf40 1.79887151182905 0.0758867514917262 0.099546877104095 1
SPATA7 10.6442749989926 8.55668750659372e-17 5.24350984666187e-16 1.52428831242461e-12
MAZ -15.1697971077991 1.48300009018075e-24 2.02904482384639e-23 2.641816360648e-20
PIN4 2.67043412130513 0.00935079852761494 0.0140498587188708 1
PDE1A 11.919931842392 2.35475891274634e-19 1.88613647804242e-18 4.19476752716633e-15
TAF6L -9.60473489947806 1.01172883041417e-14 4.98146417495799e-14 1.8022937384998e-10
OR2T34 -5.09755711036565 2.81055179815454e-06 6.22725991695584e-06 0.050067169732325
KIAA0284 -1.73164422241809 0.0874747084660651 0.113370276945397 1
ACADS 10.6081852374221 1.49023155787968e-16 8.91436701546967e-16 2.65469849720687e-12
MKRN2 -2.79647707503678 0.00670398871696727 0.0102713386947669 1
C18orf56 -13.386856582203 8.21454328558077e-24 1.02979503229652e-22 1.46333874089336e-19
MS4A6E 1.69093020213674 0.0954835628983963 0.122936122396071 1
GALNT4 -4.39643894872703 2.94140988165824e-05 5.89009393343748e-05 0.523982756318598
C22orf31 5.42947385017156 9.232716235838e-07 2.14827072916952e-06 0.0164471607025218
FLJ36070 1.56722221808413 0.122112752874524 0.154146583029108 1
PSME4 -13.750785972938 1.20387959244748e-26 2.03278777818572e-25 2.14459110598594e-22
TFG -9.13129534832019 7.39620967487156e-15 3.69271522276239e-14 1.31756079148162e-10
EPHX2 9.25182117948924 8.14616835949279e-16 4.52638313025591e-15 1.45115843156005e-11
ANXA5 5.48736900968859 7.04261401346732e-07 1.65423425680257e-06 0.0125457126035907
KRTAP1-1 5.37034074152049 1.16729124588158e-06 2.68207484252992e-06 0.0207941262541345
BATF -4.29108859338633 5.29022868080882e-05 0.000103005939140811 0.942401337199283
KARS 4.78095545869933 7.13431657301372e-06 1.52076959951737e-05 0.127090715431666
MSTP9 7.88551600282066 2.92181111268433e-11 1.02438778117218e-10 5.20491431613586e-07
GPR26 -8.45219712088915 1.05348267123613e-14 5.1756040555434e-14 1.87667403054004e-10
CCDC72 -6.73421153883155 5.61908910377447e-10 1.7616764043407e-09 1.00098453294638e-05
TEF 5.54409225678746 5.23314267145993e-07 1.24165161893163e-06 0.00932232035493871
FOXK1 3.2561699926048 0.00162334011873015 0.00267513236587038 1
PRLHR 2.6726517293702 0.00959158370174605 0.0143946480255185 1
EMX1 -7.76351310016834 1.07021772320223e-11 3.92604170533866e-11 1.90648585211245e-07
C11orf30 -6.38979698355044 1.01038287152606e-08 2.81850304938385e-08 0.000179989604733653
ICK -1.45891452564398 0.148199692331694 0.184196394287508 1
THSD7B 8.22829307096207 3.7144344112898e-12 1.41841231731439e-11 6.61689346027164e-08
C21orf100 0.667250666850471 0.506546557660046 0.556979222156413 1
DUOX1 3.59881294838843 0.000501529367144047 0.000882394483585585 1
EFCAB4B -6.47193338655005 5.41660047120452e-09 1.54931472052083e-08 9.64913207940374e-05
UBE2G2 -1.94988262383166 0.055049852644845 0.0739840116948524 1
C3orf54 7.62114081892395 7.97050421263717e-11 2.69117820401665e-10 1.41986562043919e-06
PARP1 -26.3260792292952 2.32771422132063e-51 8.13056885070699e-49 4.14659011386057e-47
FAM60A -1.79139214479764 0.0771053484789357 0.101056112257487 1
C6orf146 4.4887230321977 2.66292180540414e-05 5.35954005665681e-05 0.474372890414694
OR9K2 1.09829632797085 0.275968873961845 0.324367215674077 1
DDX55 -5.85681820396675 5.64283534095442e-08 1.46340761047841e-07 0.00100521468763762
RPS15 3.23885063540542 0.00180570984641148 0.00295923782925244 1
ZNF618 -3.8007454129465 0.000225666824714192 0.000412226088541696 1
DKFZp686D0972 7.88918586115574 1.41238811771168e-11 5.13370371942783e-11 2.51602819289158e-07
SSPO -2.43294344118196 0.0169877838931387 0.024669469493142 1
SHFM3P1 0.28418831016977 0.777092887556366 0.808358113806079 1
CPA6 -1.60345214388149 0.112076210885461 0.142429493583883 1
JAG2 7.31151712001637 3.6046578853713e-10 1.14933552121003e-09 6.42133755700044e-06
DEFA3 3.33017679793111 0.00140028600195275 0.00232541202934523 1
PPBPL2 -1.35108106329594 0.180807588539666 0.22048921017563 1
CD34 9.36466660214695 6.11977298522341e-14 2.77539806412347e-13 1.0901763595877e-09
SLCO4A1 2.35387702759336 0.0207593241397293 0.0297535280573769 1
AFG3L1 0.966059069553597 0.337015471555909 0.387829044592827 1
SHD -7.36163446240705 2.1215801337821e-10 6.89291054225686e-10 3.77938285031944e-06
RP13-122B23.3 -5.25400585819946 1.58216314310557e-06 3.57809498937191e-06 0.0281846542312826
PRKCSH -5.01461696765149 3.81555479076615e-06 8.35221099074813e-06 0.0679702930427083
DPH5 6.01758079790763 4.12909134111036e-08 1.08569200222199e-07 0.0007355563315054
HLA-F -1.54167572895705 0.127173732482225 0.160070152648792 1
TBC1D4 13.0341949768833 1.41946914870325e-22 1.56475392419552e-21 2.52864234149996e-18
RIG 2.64543840673005 0.00980197898641072 0.0146868915521844 1
GLUD1 2.31211203017147 0.0231156735306238 0.0329347043329228 1
HNRPCL1 -4.21484547327925 7.49955174827487e-05 0.000143560084723585 1
HBXIP -0.978624467929608 0.330906370185038 0.381538257506555 1
RNF207 -1.01348468200609 0.314156009664645 0.36444224773157 1
APIP 6.09714197258035 3.7631286786991e-08 9.92984362055188e-08 0.000670363742823458
PLA2G3 -1.20254333832342 0.231397103234234 0.276373315254083 1
CCDC84 10.0153458170974 1.6684457618403e-16 9.94701900984709e-16 2.97216928014231e-12
MYLIP 2.69644234003355 0.00847220143808149 0.0128010005443582 1
PHIP 7.21846378868775 1.85824434903101e-10 6.07501648626142e-10 3.31027648336385e-06
AARS2 -9.81568918160163 3.22754501631528e-16 1.86855661100554e-15 5.74954869206405e-12
DHX32 -1.56665966652154 0.120618638416854 0.152368488495096 1
SCAPER 7.37266029722501 1.3739974763957e-10 4.53854831161006e-10 2.44763910445131e-06
MEN1 -6.94790191153851 1.29477877648645e-09 3.93335421629087e-09 2.30651891243297e-05
NIP7 3.74248331780732 0.000317464717289678 0.000571937345651125 1
FLJ25404 -5.92663017174549 8.3676800199177e-08 2.13739391848027e-07 0.00149061851874814
FASTKD3 -3.28034515246793 0.00158180668872238 0.0026098272069001 1
TMEM158 -4.93392972274505 4.14564649499792e-06 9.04587783707655e-06 0.073850546661893
RARA -2.62671035449635 0.0103885695831502 0.0155201256754644 1
BDH1 -6.3661334374708 1.29635622563904e-08 3.57591975898636e-08 0.000230932898035339
ANKRD16 -14.9599874583334 9.89599004005897e-29 2.12394176594711e-27 1.7628716657361e-24
CARM1 -5.9337088612593 8.88046353905658e-08 2.26188986967049e-07 0.00158196577484754
SS18 0.59684360606383 0.552091257844014 0.601195284995004 1
IKZF2 -2.31970285791839 0.0217396014910175 0.0310859898026157 1
MYD88 -8.81817723067123 2.42173186287399e-13 1.04179501099341e-12 4.31407314052372e-09
PML -2.26000003881949 0.0259218556292613 0.0366136961766303 1
TAF1A 0.734458167443983 0.464318207134974 0.515928427014872 1
CBFB -6.15860329862699 1.66310215395836e-08 4.54115600407943e-08 0.000296265017706142
HIST1H3H -20.7973082351627 4.21836985708486e-40 3.51149722589298e-38 7.51460406341097e-36
C7orf29 -1.98626834231606 0.0501230492594137 0.0677819782515141 1
COMMD4 -9.48476619237142 5.46413244427914e-16 3.08613357934839e-15 9.73380553623886e-12
DPP3 -16.0947637779619 7.26099008034471e-27 1.26562893631371e-25 1.29347277291261e-22
DAB2 7.65931967447843 7.2002186285072e-11 2.43663933602255e-10 1.28264694648227e-06
LOC388882 2.19296198693223 0.0313716708204328 0.0437151864827276 1
YPEL4 19.2312834583839 1.17607489364613e-32 4.01352455084526e-31 2.09505981554122e-28
AGBL3 -4.43749069132524 3.32640240402521e-05 6.62010193557201e-05 0.592565324253051
LRP6 0.916310995203622 0.361694308649176 0.413424601493514 1
SERPINH1 -5.29612743826097 1.08873997805426e-06 2.51033056808938e-06 0.0193948139690586
TLE1 5.73897334263496 1.1178349445771e-07 2.82055406553774e-07 0.00199131117026965
CD244 1.10277418287116 0.272814858903634 0.321020139805095 1
ZDHHC15 7.31757597166546 2.35977433025619e-11 8.36058470946376e-11 4.20370199191838e-07
MGLL 11.4859297955235 3.76798590053954e-18 2.66149487835889e-17 6.71229008322113e-14
PLDN 1.05205650096095 0.296514320874894 0.345891304568487 1
LOC654346 -9.16236581650634 3.49413167091974e-14 1.62263977022326e-13 6.22444615857642e-10
FAP -10.7134328474705 2.56874765621206e-17 1.65735859282005e-16 4.57596707477617e-13
GPR37 -4.66372542871259 7.91560187467291e-06 1.67767438186107e-05 0.141008531795423
SCARA5 29.7150844335447 1.81728965690667e-53 8.51926261793037e-51 3.23731979481354e-49
EBF4 -1.71046003178873 0.0909032915770448 0.117480501752284 1
LSM6 8.3030485174648 3.49957952095729e-12 1.34010123788334e-11 6.23415095863332e-08
MLLT1 -1.01704315593013 0.312901809709481 0.363176494537705 1
SLC5A12 -2.52621441150146 0.0131291218756273 0.0193755427961581 1
A2BP1 5.00943658399285 3.76413946665617e-06 8.24371532567164e-06 0.0670543804590131
COPS5 -4.29263388884717 4.09621434866004e-05 8.06922065763906e-05 0.7296996240703
TPM4 -6.99898286672727 7.50819187760722e-10 2.32650774234989e-09 1.33750930107695e-05
TNFSF4 -17.0729667760437 2.87127465155295e-29 6.50749193928299e-28 5.11488866427643e-25
ACADSB 2.31239369226151 0.0228830758930974 0.0326241787882863 1
HERPUD1 6.89150530889182 3.94464332688916e-10 1.25459518345302e-09 7.02698762252036e-06
BCL2L11 -2.436400218306 0.0173983230549996 0.0252265771530004 1
CEP78 -12.3071350859197 1.05634770393599e-23 1.30407331932888e-22 1.88177779979157e-19
CDCA3 -19.7110628177643 1.67618209147753e-35 8.04838484570911e-34 2.98595077775808e-31
WBSCR19 10.3957610693101 3.82198529353328e-16 2.20125593336573e-15 6.80848460190019e-12
MYO1A 0.499609589907704 0.61893693094484 0.664481557756365 1
PPEF1 -14.9886141488326 1.75131963254946e-23 2.11511918198211e-22 3.11980079342361e-19
LOC440348 3.06467265733496 0.00304942956485225 0.00486281785590171 1
CPEB2 -2.87355180275862 0.00496939147705533 0.007733444550735 1
BPTF -2.8357532603231 0.00545118789442182 0.00843679071687492 1
RPL21 9.44013713729812 4.57828872542854e-14 2.103391752266e-13 8.15576353547841e-10
GSX2 -0.141962455330109 0.88748108462074 0.903611570726672 1
ADPRH 0.360651249183162 0.719416674648827 0.756358171690333 1
C17orf68 -7.64492401310908 1.71919959882702e-11 6.1845358751019e-11 3.06258216535046e-07
KCNS1 7.64971365409475 5.20031438146224e-11 1.78116516807092e-10 9.26384003913684e-07
MLLT6 -0.674000059480465 0.50187088309991 0.552315309293989 1
PIWIL4 14.2313797853568 1.02676675535754e-25 1.57679508447752e-24 1.82908229799392e-21
RNF26 0.569494001773614 0.570565702275955 0.619155544611591 1
RAP1B 3.42934056510644 0.00103944262825613 0.00175496455120411 1
ADAMTS1 18.9885877571328 1.28157117007861e-33 4.99560368135238e-32 2.28299088237804e-29
ZNF571 2.47745171949066 0.0153750034398299 0.0224758174361669 1
P2RY6 -13.3088267374063 1.69649953962385e-23 2.05308714666163e-22 3.02214427988593e-19
TRIM21 1.10626893523484 0.270569088006133 0.318524830408489 1
CADM3 4.43976163748724 3.49444933038403e-05 6.94213453456686e-05 0.622501203714611
NLRC5 -6.60061405907933 2.23010553244312e-09 6.62339112286457e-09 3.97270999549417e-05
ADRA2B 5.59582911719277 3.8597984264247e-07 9.2691357735683e-07 0.00687584491683296
LOC90835 -11.2774919983566 1.14305289704108e-18 8.51624605097856e-18 2.03623443078897e-14
PCF11 -0.339726429526459 0.734636042153011 0.769585795643266 1
LOC400451 -6.28956389143201 1.46998536162848e-08 4.0330077363391e-08 0.000261863192320497
GLTSCR1 -1.85250997003542 0.0685226622232794 0.0906679569817648 1
C17orf88 -0.939962735529961 0.350257843274487 0.401563471495154 1
CDH16 3.78122513643188 0.000352510331664042 0.000630927262962248 1
FGF7 15.6097922055152 3.71856113908774e-26 5.98396098750759e-25 6.6242448131709e-22
PCSK4 -0.491121187111034 0.624633206109384 0.669725824453716 1
NPC1L1 -3.04394905410275 0.00292555764725167 0.00467616724344023 1
TAT 8.97871556156923 2.34323413948846e-13 1.00948906797696e-12 4.17423729608474e-09
TBCA -4.03885588128438 9.55702691007496e-05 0.00018123150668094 1
MGC33407 -2.22666671772289 0.029175302577821 0.040913866025451 1
GPR115 -6.90262536045857 1.41185458246663e-10 4.65755139482602e-10 2.51507775320605e-06
CYGB 6.16393409044751 4.56323255475818e-08 1.19634035874401e-07 0.000812894247304622
FNBP4 5.3141222799893 9.24082755319916e-07 2.14987726306242e-06 0.016461610203269
C12orf43 -1.80046251868184 0.0757951117594504 0.0994486352568939 1
CBL -0.835850416065982 0.405899826762148 0.457581288061062 1
CLECL1 -1.15177904997015 0.252604599203181 0.299414354262124 1
PPAPDC1A -31.5043913204432 8.7073274830892e-60 7.75561658918755e-57 1.55112331783751e-55
WDR25 -3.14755604988351 0.00231567662565478 0.00374332698815011 1
SGCA 6.73627922582722 4.27684575400671e-09 1.23601119827832e-08 7.61877302618755e-05
C22orf29 -7.14698335736036 2.72589938428785e-10 8.7683589078555e-10 4.85591716317037e-06
YIPF1 -8.11331412778809 1.65279688120659e-12 6.52691723383158e-12 2.94429236418143e-08
GALK2 4.02688207636817 9.86194572168853e-05 0.000186814867169459 1
RAB3B -2.86972727094796 0.0052164565691548 0.00809530075119118 1
LOC440087 0.797930932571961 0.427101622469329 0.478755871046352 1
UCP1 8.68899554600843 4.67767075799096e-13 1.95140869716793e-12 8.33280268828510e-09
REEP5 6.54944568901733 1.6642599795896e-09 5.01049979320755e-09 2.96471272764091e-05
FADD -11.2743005041227 3.22929597233233e-19 2.55333681540738e-18 5.75266784511282e-15
FOXA1 -4.57714751808467 1.88598381846672e-05 3.85551018386116e-05 0.335969157421661
CACNA1A 2.47717785479956 0.015997260214487 0.0233089476084468 1
ABI1 -0.592054909524456 0.555515027172249 0.604369408455261 1
GRIN2D -3.29872918999463 0.00154474757025109 0.00255199232277222 1
SLC1A4 -10.3868821331824 1.68520908056428e-16 1.00402389836696e-15 3.00203145611720e-12
LOC401127 -16.2407945635231 4.03306866196779e-28 7.98278723825491e-27 7.18450851442942e-24
HINT2 2.45152236148453 0.0163443401586208 0.0237874244759535 1
PLD4 -3.86021682003565 0.000210916582850202 0.000386192620710608 1
ZNF286A -7.76753122161152 4.19555530902368e-12 1.5932556443178e-11 7.47396222749478e-08
ENY2 -4.70854630729623 8.69227131137987e-06 1.8331256202311e-05 0.154844121140921
IL1F6 1.34318635273076 0.183511777703848 0.223572617153354 1
PXDNL -5.92411737279861 8.83217898323156e-08 2.25023507447493e-07 0.00157336436407287
C20orf79 -0.627057749643034 0.532631349773974 0.582410841543502 1
TNFSF13B -6.92392111462492 8.46040469157585e-10 2.61004749029219e-09 1.50713649175732e-05
DENND3 2.1380269974728 0.0358052197995794 0.0494445105046285 1
JARID1D 1.33741194490485 0.185478299306954 0.225783136794729 1
HIST1H2AK -13.7844253683212 2.53860164185516e-25 3.76228366455971e-24 4.52226496480077e-21
LOC93349 -4.05171583938066 0.000107835694858122 0.000203515739824408 1
SSH1 -7.43884002074063 1.73975226834658e-10 5.70229013952641e-10 3.0991946908326e-06
ENSA -11.0235643282089 9.11877974236753e-18 6.1859079333791e-17 1.62441942330535e-13
LOC219854 6.77452184428563 1.86042842129058e-09 5.56815724073764e-09 3.31416718968704e-05
CKAP2 -21.7238521879397 2.562200203583e-41 2.48059969709932e-39 4.56430344266275e-37
DKFZP564J102 11.3151814626831 9.07126836296404e-18 6.15836793513115e-17 1.61595574617841e-13
MGC87315 -7.65609434873206 4.74756458630564e-11 1.63363174696636e-10 8.45731155404486e-07
HNRPAB -10.3934100316904 2.48355112920419e-16 1.45389352006715e-15 4.42419798156434e-12
AMH -5.68797705029685 2.00017783155203e-07 4.93643223763756e-07 0.00356311678912679
ZNF526 -10.9541570353184 1.74870499498843e-17 1.1507732094837e-16 3.11514307807238e-13
BRUNOL5 2.54022803591076 0.0133947506939505 0.0197413823828936 1
CACNG3 0.914613837680633 0.363872699730523 0.415567910821871 1
TRPM1 2.17485035617508 0.0330384865239762 0.0458834956683645 1
PPP2R1A -2.26051646843748 0.0271905512876173 0.0383236395788919 1
COL2A1 0.0409065622338489 0.967439411452897 0.972242224733268 1
DDN -2.38892583755701 0.0196239296204624 0.0282101906277371 1
FLJ25770 13.9520187237815 6.0298058744646e-23 6.90627990898109e-22 1.07414961847712e-18
HK2 -0.245542382064663 0.806693990357418 0.834811591973223 1
ELOVL6 -2.67332087590606 0.0092140281802755 0.0138607243711728 1
MDK -6.3072088348476 1.43389496730089e-08 3.93702295738257e-08 0.000255434049474981
EPHX1 1.52284778475268 0.132047060743109 0.165621423651642 1
RASSF2 -1.48618297586374 0.141054038279836 0.176072919761544 1
DKFZP434B0335 -1.34832345859582 0.181699013638195 0.221485303746462 1
DLX3 0.0290484823076802 0.976908899684442 0.980155175386012 1
PRTN3 -7.91918938764764 3.11515939408255e-12 1.19856262302779e-11 5.54934494461865e-08
AVPR1A 6.64651891842291 5.65646683389862e-09 1.61507132840311e-08 0.00010076430017907
C21orf125 -6.58644051528076 1.85083177169301e-09 5.54316025234352e-09 3.29707171809393e-05
TNFAIP8 9.44905009459347 1.82007711011364e-14 8.72520280935533e-14 3.24228536395644e-10
GNB2L1 8.12958326118593 7.01338697292691e-12 2.61373379781841e-11 1.2493647553572e-07
CALCRL -0.389791615709083 0.697887156502778 0.736764359721494 1
SCGB2A2 2.92246970520878 0.00449965476521572 0.00703747585492123 1
UBXD7 -0.828004577488197 0.41062796446622 0.462413967950013 1
ZNF674 2.44799065239273 0.0165443901002476 0.0240628482401871 1
TMEM35 10.3949157682786 1.30314117989655e-16 7.85323307803692e-16 2.32141569786771e-12
BRSK2 -6.6116828105847 1.02641433012494e-09 3.14545757385956e-09 1.82845448768456e-05
HECTD3 -1.1475305889798 0.255171704471939 0.30221585954811 1
TMEM188 11.840651653394 3.55427468794471e-20 3.05578423219339e-19 6.33158492910471e-16
LGALS9 -9.45108785925904 3.75523833146914e-15 1.94069671125011e-14 6.68958156367914e-11
SCARB2 -1.00342104241868 0.318617328473813 0.36906489950143 1
USP34 -1.26026259242448 0.211556249773165 0.254742668207324 1
C17orf28 -9.36685150097214 1.20407982621022e-14 5.88301646300297e-14 2.14494780241088e-10
ZDHHC23 -4.3510666235518 4.33311837891872e-05 8.51706618140329e-05 0.77190170802058
AQP12B -0.983608246826003 0.328259179634674 0.378829296839342 1
SLC16A3 -17.8184737019052 1.30062257547853e-33 5.0587970654093e-32 2.31692905595746e-29
APLP2 0.877168879431853 0.382679195391529 0.434179172454283 1
ITIH2 5.36105913112533 1.20419827729051e-06 2.7605732334827e-06 0.0214515881116532
MICAL3 8.36928178044354 7.70695529324037e-13 3.14600599435802e-12 1.37291701593784e-08
TNNI3K 11.8790465771201 2.66313492290034e-21 2.55609296964152e-20 4.74410855165466e-17
HDAC2 -3.4243120431706 0.000926627188512064 0.00157478885099732 1
PRR7 -9.84862453612089 6.23825189990926e-15 3.14632557601879e-14 1.11128219344984e-10
THBS2 -8.23966934054528 9.45416706400719e-13 3.82070172591253e-12 1.68416532078224e-08
LOC751071 -5.0981359347454 1.84404561877231e-06 4.14980149732313e-06 0.0328498286528099
CA2 1.94071393472118 0.0558216789384925 0.0749704002269531 1
RANBP17 -8.93374702578168 2.54453879686642e-15 1.340680689955e-14 4.53284141273784e-11
RLN3 -3.69937736819782 0.000409217001695888 0.0007267263152438 1
CRYZ 5.63668748536961 1.69981938001113e-07 4.22559062733997e-07 0.00302805824355182
GBAS 5.02094773196159 2.08790816520083e-06 4.67731338718404e-06 0.0371939960548875
TAS1R1 8.60796291980031 2.19630500178992e-13 9.47794992778237e-13 3.91249773018856e-09
MPZL3 -4.20053099200686 7.39299515760305e-05 0.000141657325736841 1
PCDH8 2.23647964421535 0.0277039611879126 0.0390009771298779 1
HSP90B1 -3.75521113438401 0.000324356173531742 0.00058376246466907 1
KCNK15 -9.20954080152491 2.38836053610338e-14 1.12765053247139e-13 4.25462545901455e-10
